report_id,report_type,timestamp,reporting_center,operator_id,name,gender,age_band,age_estimate,language,physical_description,last_seen_location,last_seen_lat,last_seen_lng,reporter_mobile,photo_url,status,duplicate_pair_id,is_ground_truth_dup,matched_report_id,resolution_time_mins
RPT_0650,found_unaccompanied,2027-02-10T09:34:00,BOOTH_05,OP_010,,female,child_6_12,7,Gujarati,"short thin person wearing grey hoodie and lunghi, limping slightly, carrying no bag",BOOTH_05,19.928932,73.528668,,photos/synth_RPT_1284.jpg,open,,False,,
RPT_0651,missing,2027-02-10T08:05:00,BOOTH_08,OP_012,Arjun,male,adult,52,Unknown,"medium height stout person wearing yellow dupatta and trousers, limping slightly, carrying black backpack",BOOTH_08,19.99391,73.808465,+91 9875950369,photos/synth_RPT_1304.jpg,open,,False,,
RPT_0652,found_unaccompanied,2027-02-10T21:25:00,BOOTH_10,OP_001,Kavita,male,teen,17,Gujarati,"medium height average build person wearing green t-shirt and jeans, bindi on forehead, carrying jhola bag",BOOTH_10,19.996766,73.791175,,,open,,False,,
RPT_0653,missing,2027-02-10T10:19:00,BOOTH_06,OP_017,,male,elderly,90,Telugu,"medium height thin person wearing yellow dupatta and jeans, short hair, carrying flower garland",BOOTH_06,20.008062,73.780801,+91 9846786447,,open,,False,,
RPT_0654,found_unaccompanied,2027-02-10T18:37:00,BOOTH_04,OP_004,,female,adult,48,Unknown,"medium height stout person wearing white saree and dhoti, long hair, carrying umbrella",BOOTH_04,19.947525,73.504989,,photos/synth_RPT_1442.jpg,open,,False,,
RPT_0655,found_unaccompanied,2027-02-10T08:27:00,BOOTH_04,OP_003,,female,adult,39,Telugu,"short thin person wearing green t-shirt and lehenga, birthmark on neck, carrying black backpack",BOOTH_04,19.947525,73.504989,,photos/synth_RPT_0690.jpg,open,,False,,
RPT_0656,missing,2027-02-10T20:28:00,BOOTH_07,OP_016,Vikram,female,child_0_5,1,Telugu,"medium height average build person wearing pink blouse and salwar, mole on left cheek, carrying flower garland",BOOTH_07,20.007247,73.756022,+91 9651211504,photos/synth_RPT_0439.jpg,open,,False,,
RPT_0657,found_unaccompanied,2027-02-10T09:52:00,BOOTH_03,OP_015,Vikram,female,elderly,85,Marathi,"medium height thin person wearing striped kurta and shorts, birthmark on neck, carrying umbrella",BOOTH_03,20.008035,73.797909,,photos/synth_RPT_1803.jpg,open,,False,,
RPT_0658,found_unaccompanied,2027-02-10T18:20:00,BOOTH_08,OP_017,Ramesh,female,teen,18,Marathi,"tall stout person wearing white saree and lehenga, wearing silver anklet, carrying black backpack",BOOTH_08,19.99391,73.808465,,,open,,False,,
RPT_0659,found_unaccompanied,2027-02-10T20:17:00,BOOTH_01,OP_002,Geeta,male,elderly,82,Tamil,"short stout person wearing red shirt and lehenga, scar on chin, carrying small steel vessel",BOOTH_01,20.006171,73.754551,,photos/synth_RPT_0678.jpg,open,,False,,
RPT_0660,missing,2027-02-10T08:11:00,BOOTH_01,OP_003,Sunita,male,child_6_12,12,Marathi,"medium height thin person wearing orange jacket and trousers, bindi on forehead, carrying plastic bag",BOOTH_01,20.006171,73.754551,+91 9748771258,photos/synth_RPT_1147.jpg,open,,False,,
RPT_0661,missing,2027-02-10T11:59:00,BOOTH_12,OP_009,,female,teen,18,Tamil,"short average build person wearing grey hoodie and lehenga, no distinguishing marks, carrying jhola bag",BOOTH_12,19.995186,73.797356,+91 9585414012,photos/synth_RPT_1906.jpg,open,,False,,
RPT_0662,found_unaccompanied,2027-02-10T11:22:00,BOOTH_07,OP_019,,female,child_6_12,11,Hindi,"medium height average build person wearing green t-shirt and salwar, no distinguishing marks, carrying plastic bag",BOOTH_07,20.007247,73.756022,,photos/synth_RPT_0916.jpg,open,,False,,
RPT_0663,found_unaccompanied,2027-02-10T10:45:00,BOOTH_08,OP_009,,male,child_6_12,12,Hindi,"medium height stout person wearing grey hoodie and dhoti, no distinguishing marks, carrying small steel vessel",BOOTH_08,19.99391,73.808465,,photos/synth_RPT_1812.jpg,open,,False,,
RPT_0664,missing,2027-02-10T07:27:00,BOOTH_02,OP_011,,unknown,child_6_12,6,Tamil,"tall thin person wearing striped kurta and shorts, short hair, carrying umbrella",BOOTH_02,19.986445,73.760277,+91 9915216554,photos/synth_RPT_1272.jpg,open,,False,,
RPT_0665,missing,2027-02-10T06:44:00,BOOTH_09,OP_006,Arjun,unknown,child_0_5,1,Gujarati,"tall stout person wearing red shirt and jeans, wearing silver anklet, carrying black backpack",BOOTH_09,20.014907,73.782013,+91 9887662344,photos/synth_RPT_2034.jpg,open,,False,,
RPT_0666,missing,2027-02-10T09:29:00,BOOTH_10,OP_009,Arjun,unknown,teen,17,Tamil,"medium height thin person wearing red shirt and lunghi, no distinguishing marks, carrying small steel vessel",BOOTH_10,19.996766,73.791175,+91 9976951400,,open,,False,,
RPT_0667,found_unaccompanied,2027-02-10T17:19:00,BOOTH_10,OP_009,Vikram,unknown,child_6_12,9,Telugu,"short stout person wearing red shirt and shorts, wearing glasses, carrying black backpack",BOOTH_10,19.996766,73.791175,,photos/synth_RPT_1195.jpg,open,,False,,
RPT_0668,found_unaccompanied,2027-02-10T07:35:00,BOOTH_06,OP_008,Arjun,male,child_0_5,4,Tamil,"short average build person wearing pink blouse and dhoti, short hair, carrying orange bag",BOOTH_06,20.008062,73.780801,,photos/synth_RPT_1505.jpg,open,,False,,
RPT_0669,found_unaccompanied,2027-02-10T20:09:00,BOOTH_06,OP_007,,female,child_0_5,3,Gujarati,"tall stout person wearing blue kurta and dhoti, short hair, carrying flower garland",BOOTH_06,20.008062,73.780801,,photos/synth_RPT_1460.jpg,open,,False,,
RPT_0670,missing,2027-02-10T15:29:00,BOOTH_12,OP_007,Ramesh,unknown,teen,17,Gujarati,"short stout person wearing yellow dupatta and lehenga, long hair, carrying flower garland",BOOTH_12,19.995186,73.797356,+91 9300672736,photos/synth_RPT_1549.jpg,open,,False,,
RPT_0671,found_unaccompanied,2027-02-10T09:39:00,BOOTH_10,OP_015,,male,child_0_5,3,Telugu,"medium height thin person wearing black t-shirt and pyjama, wearing glasses, carrying plastic bag",BOOTH_10,19.996766,73.791175,,,open,,False,,
RPT_0672,found_unaccompanied,2027-02-10T07:01:00,BOOTH_10,OP_008,Geeta,female,teen,17,Telugu,"short thin person wearing orange jacket and salwar, mole on left cheek, carrying flower garland",BOOTH_10,19.996766,73.791175,,photos/synth_RPT_2249.jpg,open,,False,,
RPT_0673,missing,2027-02-10T14:53:00,BOOTH_10,OP_004,,unknown,elderly,75,Unknown,"medium height stout person wearing yellow dupatta and jeans, scar on chin, carrying black backpack",BOOTH_10,19.996766,73.791175,+91 9399229348,photos/synth_RPT_1554.jpg,open,,False,,
RPT_0674,found_unaccompanied,2027-02-10T10:08:00,BOOTH_03,OP_014,Sunita,male,adult,57,Telugu,"medium height stout person wearing pink blouse and pyjama, mole on left cheek, carrying black backpack",BOOTH_03,20.008035,73.797909,,photos/synth_RPT_1058.jpg,open,,False,,
RPT_0675,missing,2027-02-10T17:50:00,BOOTH_09,OP_007,Arjun,unknown,adult,48,Telugu,"tall average build person wearing green t-shirt and salwar, wearing silver anklet, carrying no bag",BOOTH_09,20.014907,73.782013,+91 9717475789,,open,,False,,
RPT_0676,found_unaccompanied,2027-02-10T14:39:00,BOOTH_13,OP_005,Ramesh,female,adult,36,Bengali,"short thin person wearing white saree and lehenga, birthmark on neck, carrying plastic bag",BOOTH_13,19.987971,73.763241,,photos/synth_RPT_1186.jpg,open,,False,,
RPT_0677,found_unaccompanied,2027-02-10T15:34:00,BOOTH_02,OP_002,Geeta,male,child_0_5,3,Gujarati,"short thin person wearing blue kurta and lunghi, wearing silver anklet, carrying black backpack",BOOTH_02,19.986445,73.760277,,,open,,False,,
RPT_0678,missing,2027-02-10T17:16:00,BOOTH_02,OP_013,Arjun,male,child_6_12,9,Telugu,"tall stout person wearing green t-shirt and lunghi, birthmark on neck, carrying umbrella",BOOTH_08,19.99391,73.808465,+91 9303805386,,open,PAIR_027,True,,
RPT_0679,missing,2027-02-10T17:00:00,BOOTH_07,OP_013,,male,child_6_12,9,Tamil,"medium height average build person wearing pink blouse and pyjama, mole on left cheek, carrying plastic bag",BOOTH_07,20.007247,73.756022,+91 9122243544,photos/synth_RPT_0568.jpg,open,,False,,
RPT_0680,missing,2027-02-10T11:48:00,BOOTH_10,OP_016,Ramesh,unknown,child_0_5,1,Telugu,"short stout person wearing red shirt and lehenga, long hair, carrying no bag",BOOTH_10,19.996766,73.791175,+91 9191251281,photos/synth_RPT_1232.jpg,open,,False,,
RPT_0681,missing,2027-02-10T12:01:00,BOOTH_01,OP_005,Lakshmi,male,elderly,82,Gujarati,"tall average build person wearing pink blouse and lunghi, limping slightly, carrying plastic bag",BOOTH_01,20.006171,73.754551,+91 9933161731,photos/synth_RPT_1823.jpg,open,,False,,
RPT_0682,missing,2027-02-10T11:29:00,BOOTH_09,OP_006,Kavita,unknown,child_6_12,10,Tamil,"short thin person wearing red shirt and dhoti, birthmark on neck, carrying plastic bag",BOOTH_09,20.014907,73.782013,+91 9781146329,,open,,False,,
RPT_0683,found_unaccompanied,2027-02-10T17:27:00,BOOTH_13,OP_003,Lakshmi,male,child_0_5,1,Bengali,"tall average build person wearing white saree and trousers, long hair, carrying orange bag",BOOTH_13,19.987971,73.763241,,photos/synth_RPT_0382.jpg,open,,False,,
RPT_0684,missing,2027-02-10T07:21:00,BOOTH_09,OP_002,Kavita,female,elderly,88,Telugu,"tall thin person wearing pink blouse and lehenga, bindi on forehead, carrying jhola bag",BOOTH_09,20.014907,73.782013,+91 9840558696,,open,,False,,
RPT_0685,found_unaccompanied,2027-02-10T13:15:00,BOOTH_01,OP_017,Arjun,male,child_0_5,4,Bengali,"short stout person wearing blue kurta and trousers, birthmark on neck, carrying black backpack",BOOTH_01,20.006171,73.754551,,,open,,False,,
RPT_0686,missing,2027-02-10T07:24:00,BOOTH_05,OP_006,Ramesh,female,adult,53,Tamil,"medium height stout person wearing red shirt and lehenga, limping slightly, carrying umbrella",BOOTH_05,19.928932,73.528668,+91 9222489176,,open,,False,,
RPT_0687,found_unaccompanied,2027-02-10T06:29:00,BOOTH_08,OP_011,Ramesh,male,child_6_12,9,Bengali,"short thin person wearing green t-shirt and shorts, wearing glasses, carrying no bag",BOOTH_08,19.99391,73.808465,,photos/synth_RPT_2125.jpg,open,,False,,
RPT_0688,found_unaccompanied,2027-02-10T06:17:00,BOOTH_06,OP_009,Sunita,male,child_6_12,9,Marathi,"short average build person wearing grey hoodie and dhoti, wearing silver anklet, carrying umbrella",BOOTH_06,20.008062,73.780801,,photos/synth_RPT_1028.jpg,open,,False,,
RPT_0689,missing,2027-02-10T11:24:00,BOOTH_11,OP_018,Priya,female,adult,35,Hindi,"short thin person wearing pink blouse and dhoti, short hair, carrying black backpack",BOOTH_11,19.990637,73.757836,+91 9861897614,photos/synth_RPT_2046.jpg,open,,False,,
RPT_0690,missing,2027-02-10T12:02:00,BOOTH_02,OP_020,Geeta,unknown,child_0_5,1,Unknown,"tall stout person wearing striped kurta and jeans, mole on left cheek, carrying jhola bag",BOOTH_02,19.986445,73.760277,+91 9509028714,photos/synth_RPT_0423.jpg,open,,False,,
RPT_0691,found_unaccompanied,2027-02-10T15:33:00,BOOTH_04,OP_013,Priya,unknown,elderly,64,Gujarati,"medium height stout person wearing red shirt and trousers, limping slightly, carrying jhola bag",BOOTH_04,19.947525,73.504989,,photos/synth_RPT_1007.jpg,open,,False,,
RPT_0692,found_unaccompanied,2027-02-10T06:23:00,BOOTH_09,OP_012,,unknown,adult,22,Hindi,"short average build person wearing yellow dupatta and dhoti, mole on left cheek, carrying flower garland",BOOTH_09,20.014907,73.782013,,photos/synth_RPT_1595.jpg,open,,False,,
RPT_0693,found_unaccompanied,2027-02-10T13:16:00,BOOTH_10,OP_003,,male,adult,47,Telugu,"medium height stout person wearing orange jacket and trousers, bindi on forehead, carrying no bag",BOOTH_10,19.996766,73.791175,,,open,,False,,
RPT_0694,missing,2027-02-10T20:42:00,BOOTH_06,OP_017,Priya,unknown,adult,20,Bengali,"medium height average build person wearing grey hoodie and lunghi, no distinguishing marks, carrying umbrella",BOOTH_06,20.008062,73.780801,+91 9430509354,,open,,False,,
RPT_0695,found_unaccompanied,2027-02-10T20:56:00,BOOTH_03,OP_008,Kavita,male,adult,34,Tamil,"short thin person wearing white saree and pyjama, mole on left cheek, carrying jhola bag",BOOTH_03,20.008035,73.797909,,,open,,False,,
RPT_0696,found_unaccompanied,2027-02-10T14:07:00,BOOTH_01,OP_015,Priya,male,child_6_12,10,Gujarati,"short average build person wearing grey hoodie and shorts, limping slightly, carrying small steel vessel",BOOTH_01,20.006171,73.754551,,photos/synth_RPT_2190.jpg,open,,False,,
RPT_0697,found_unaccompanied,2027-02-10T11:13:00,BOOTH_11,OP_020,Ramesh,male,adult,37,Unknown,"tall stout person wearing white saree and pyjama, birthmark on neck, carrying plastic bag",BOOTH_11,19.990637,73.757836,,photos/synth_RPT_2115.jpg,open,,False,,
RPT_0698,found_unaccompanied,2027-02-10T15:51:00,BOOTH_01,OP_018,Sunita,female,teen,16,Hindi,"medium height thin person wearing grey hoodie and salwar, bindi on forehead, carrying flower garland",BOOTH_01,20.006171,73.754551,,,open,,False,,
RPT_0699,found_unaccompanied,2027-02-10T08:01:00,BOOTH_03,OP_012,Vikram,female,child_6_12,10,Bengali,"tall average build person wearing orange jacket and trousers, scar on chin, carrying no bag",BOOTH_03,20.008035,73.797909,,photos/synth_RPT_1447.jpg,open,,False,,
RPT_0700,found_unaccompanied,2027-02-10T14:08:00,BOOTH_01,OP_010,Ramesh,unknown,child_6_12,7,Hindi,"medium height thin person wearing grey hoodie and jeans, bindi on forehead, carrying no bag",BOOTH_01,20.006171,73.754551,,,open,,False,,
RPT_0701,missing,2027-02-10T18:25:00,BOOTH_04,OP_017,,male,child_6_12,10,Marathi,"short stout person wearing grey hoodie and trousers, long hair, carrying orange bag",BOOTH_04,19.947525,73.504989,+91 9385351632,,open,,False,,
RPT_0702,found_unaccompanied,2027-02-10T09:42:00,BOOTH_03,OP_019,,female,adult,35,Telugu,"short thin person wearing yellow dupatta and pyjama, birthmark on neck, carrying orange bag",BOOTH_03,20.008035,73.797909,,photos/synth_RPT_2183.jpg,open,,False,,
RPT_0703,missing,2027-02-10T17:22:00,BOOTH_12,OP_013,,male,elderly,70,Gujarati,"medium height thin person wearing blue kurta and jeans, limping slightly, carrying umbrella",BOOTH_12,19.995186,73.797356,+91 9984657512,photos/synth_RPT_1552.jpg,open,,False,,
RPT_0704,missing,2027-02-10T12:45:00,BOOTH_07,OP_018,Kavita,male,adult,57,Telugu,"tall stout person wearing pink blouse and salwar, scar on chin, carrying orange bag",BOOTH_07,20.007247,73.756022,+91 9406405127,photos/synth_RPT_2380.jpg,open,,False,,
RPT_0705,found_unaccompanied,2027-02-10T18:06:00,BOOTH_05,OP_011,Ramesh,female,elderly,61,Hindi,"tall average build person wearing striped kurta and salwar, wearing silver anklet, carrying flower garland",BOOTH_05,19.928932,73.528668,,,open,,False,,
RPT_0706,found_unaccompanied,2027-02-10T13:34:00,BOOTH_07,OP_012,Kavita,female,teen,13,Marathi,"medium height average build person wearing orange jacket and shorts, short hair, carrying plastic bag",BOOTH_07,20.007247,73.756022,,,open,,False,,
RPT_0707,found_unaccompanied,2027-02-10T06:54:00,BOOTH_06,OP_019,Vikram,female,elderly,76,Telugu,"tall average build person wearing blue kurta and trousers, bindi on forehead, carrying plastic bag",BOOTH_06,20.008062,73.780801,,photos/synth_RPT_0208.jpg,open,,False,,
RPT_0708,found_unaccompanied,2027-02-10T19:28:00,BOOTH_11,OP_013,Lakshmi,unknown,child_0_5,3,Telugu,"tall thin person wearing white saree and pyjama, birthmark on neck, carrying umbrella",BOOTH_11,19.990637,73.757836,,photos/synth_RPT_0734.jpg,open,,False,,
RPT_0709,found_unaccompanied,2027-02-10T07:16:00,BOOTH_09,OP_005,,female,teen,19,Marathi,"medium height stout person wearing black t-shirt and jeans, no distinguishing marks, carrying plastic bag",BOOTH_09,20.014907,73.782013,,photos/synth_RPT_1036.jpg,open,,False,,
RPT_0710,missing,2027-02-10T21:35:00,BOOTH_10,OP_014,Sunita,male,adult,58,Gujarati,"short stout person wearing striped kurta and dhoti, long hair, carrying black backpack",BOOTH_10,19.996766,73.791175,+91 9222061967,photos/synth_RPT_2090.jpg,open,,False,,
RPT_0711,missing,2027-02-10T18:16:00,BOOTH_07,OP_006,Arjun,male,child_0_5,3,Gujarati,"tall average build person wearing blue kurta and pyjama, no distinguishing marks, carrying orange bag",BOOTH_07,20.007247,73.756022,+91 9664486546,photos/synth_RPT_1580.jpg,open,,False,,
RPT_0712,missing,2027-02-10T14:03:00,BOOTH_13,OP_005,Sunita,male,elderly,73,Gujarati,"short average build person wearing white saree and jeans, birthmark on neck, carrying small steel vessel",BOOTH_13,19.987971,73.763241,+91 9990967517,,open,,False,,
RPT_0713,found_unaccompanied,2027-02-10T14:15:00,BOOTH_12,OP_018,,male,child_0_5,1,Gujarati,"medium height stout person wearing black t-shirt and lehenga, short hair, carrying plastic bag",BOOTH_12,19.995186,73.797356,,,open,,False,,
RPT_0714,found_unaccompanied,2027-02-10T07:42:00,BOOTH_13,OP_009,Geeta,female,elderly,67,Telugu,"short thin person wearing black t-shirt and lunghi, short hair, carrying small steel vessel",BOOTH_13,19.987971,73.763241,,,open,,False,,
RPT_0715,missing,2027-02-10T17:28:00,BOOTH_02,OP_008,Arjun,male,elderly,64,Marathi,"medium height stout person wearing grey hoodie and shorts, wearing silver anklet, carrying orange bag",BOOTH_02,19.986445,73.760277,+91 9132683091,photos/synth_RPT_2102.jpg,open,,False,,
RPT_0716,missing,2027-02-10T07:50:00,BOOTH_10,OP_006,,female,adult,41,Hindi,"tall thin person wearing white saree and lehenga, short hair, carrying jhola bag",BOOTH_10,19.996766,73.791175,+91 9590802884,photos/synth_RPT_1838.jpg,open,,False,,
RPT_0717,missing,2027-02-10T09:34:00,BOOTH_01,OP_011,Vikram,unknown,adult,38,Hindi,"medium height average build person wearing black t-shirt and lunghi, long hair, carrying orange bag",BOOTH_01,20.006171,73.754551,+91 9233789095,,open,,False,,
RPT_0718,found_unaccompanied,2027-02-10T16:53:00,BOOTH_03,OP_018,,female,elderly,64,Unknown,"short average build person wearing grey hoodie and dhoti, bindi on forehead, carrying umbrella",BOOTH_03,20.008035,73.797909,,photos/synth_RPT_2454.jpg,open,,False,,
RPT_0719,missing,2027-02-10T11:45:00,BOOTH_12,OP_001,,unknown,teen,18,Unknown,"short average build person wearing red shirt and jeans, mole on left cheek, carrying orange bag",BOOTH_12,19.995186,73.797356,+91 9277085723,,open,,False,,
RPT_0720,found_unaccompanied,2027-02-10T17:42:00,BOOTH_05,OP_012,,female,adult,58,Hindi,"tall average build person wearing black t-shirt and trousers, mole on left cheek, carrying umbrella",BOOTH_05,19.928932,73.528668,,photos/synth_RPT_1398.jpg,open,,False,,
RPT_0721,found_unaccompanied,2027-02-10T17:53:00,BOOTH_08,OP_020,Sunita,unknown,elderly,86,Bengali,"short average build person wearing orange jacket and trousers, birthmark on neck, carrying flower garland",BOOTH_08,19.99391,73.808465,,photos/synth_RPT_1844.jpg,open,,False,,
RPT_0722,found_unaccompanied,2027-02-10T20:46:00,BOOTH_04,OP_016,Geeta,unknown,adult,59,Unknown,"tall thin person wearing grey hoodie and trousers, wearing glasses, carrying jhola bag",BOOTH_04,19.947525,73.504989,,,open,,False,,
RPT_0723,found_unaccompanied,2027-02-10T15:50:00,BOOTH_10,OP_005,,female,child_6_12,8,Telugu,"tall average build person wearing grey hoodie and trousers, limping slightly, carrying orange bag",BOOTH_10,19.996766,73.791175,,photos/synth_RPT_0267.jpg,open,,False,,
RPT_0724,missing,2027-02-10T12:36:00,BOOTH_05,OP_004,Ramesh,male,child_0_5,4,Tamil,"medium height thin person wearing red shirt and dhoti, wearing glasses, carrying no bag",BOOTH_05,19.928932,73.528668,+91 9671507470,photos/synth_RPT_2473.jpg,open,,False,,
RPT_0725,missing,2027-02-10T11:33:00,BOOTH_04,OP_011,,male,child_6_12,11,Marathi,"short stout person wearing red shirt and shorts, long hair, carrying flower garland",BOOTH_04,19.947525,73.504989,+91 9319141328,,open,,False,,
RPT_0726,missing,2027-02-10T07:06:00,BOOTH_05,OP_013,Geeta,unknown,elderly,67,Bengali,"medium height average build person wearing red shirt and jeans, birthmark on neck, carrying small steel vessel",BOOTH_05,19.928932,73.528668,+91 9287929395,,open,,False,,
RPT_0727,found_unaccompanied,2027-02-10T18:25:00,BOOTH_07,OP_008,Priya,female,adult,37,Tamil,"short stout person wearing red shirt and salwar, birthmark on neck, carrying small steel vessel",BOOTH_07,20.007247,73.756022,,,open,,False,,
RPT_0728,missing,2027-02-10T12:03:00,BOOTH_10,OP_002,Lakshmi,male,elderly,86,Gujarati,"medium height thin person wearing green t-shirt and dhoti, mole on left cheek, carrying flower garland",BOOTH_10,19.996766,73.791175,+91 9213700517,,open,,False,,
RPT_0729,found_unaccompanied,2027-02-10T17:39:00,BOOTH_01,OP_016,,male,child_6_12,9,Tamil,"short stout person wearing yellow dupatta and lehenga, wearing glasses, carrying small steel vessel",BOOTH_01,20.006171,73.754551,,photos/synth_RPT_0045.jpg,open,PAIR_023,True,,
RPT_0730,missing,2027-02-10T06:10:00,BOOTH_13,OP_001,Lakshmi,female,teen,15,Unknown,"tall thin person wearing green t-shirt and shorts, short hair, carrying flower garland",BOOTH_13,19.987971,73.763241,+91 9838487369,,open,,False,,
RPT_0731,missing,2027-02-10T20:44:00,BOOTH_08,OP_007,Kavita,female,elderly,85,Tamil,"medium height stout person wearing white saree and lunghi, long hair, carrying no bag",BOOTH_08,19.99391,73.808465,+91 9275222124,,open,,False,,
RPT_0732,found_unaccompanied,2027-02-10T08:58:00,BOOTH_04,OP_004,Arjun,unknown,child_6_12,7,Telugu,"tall thin person wearing red shirt and trousers, long hair, carrying jhola bag",BOOTH_04,19.947525,73.504989,,photos/synth_RPT_1708.jpg,open,,False,,
RPT_0733,found_unaccompanied,2027-02-10T17:07:00,BOOTH_06,OP_015,Priya,male,child_0_5,4,Tamil,"short thin person wearing green t-shirt and lehenga, wearing glasses, carrying plastic bag",BOOTH_06,20.008062,73.780801,,photos/synth_RPT_1076.jpg,open,,False,,
RPT_0734,missing,2027-02-10T13:47:00,BOOTH_03,OP_009,Priya,unknown,teen,16,Unknown,"medium height thin person wearing orange jacket and shorts, bindi on forehead, carrying jhola bag",BOOTH_03,20.008035,73.797909,+91 9448442536,photos/synth_RPT_0785.jpg,open,,False,,
RPT_0735,found_unaccompanied,2027-02-10T19:47:00,BOOTH_08,OP_012,Geeta,female,adult,41,Unknown,"medium height thin person wearing green t-shirt and lunghi, mole on left cheek, carrying no bag",BOOTH_08,19.99391,73.808465,,,open,,False,,
RPT_0736,missing,2027-02-10T07:49:00,BOOTH_05,OP_016,Priya,unknown,child_6_12,7,Bengali,"tall average build person wearing blue kurta and lunghi, limping slightly, carrying orange bag",BOOTH_05,19.928932,73.528668,+91 9568283033,photos/synth_RPT_2084.jpg,open,,False,,
RPT_0737,found_unaccompanied,2027-02-10T09:24:00,BOOTH_06,OP_019,,unknown,teen,17,Bengali,"tall stout person wearing pink blouse and lunghi, birthmark on neck, carrying orange bag",BOOTH_06,20.008062,73.780801,,photos/synth_RPT_2077.jpg,open,,False,,
RPT_0738,found_unaccompanied,2027-02-10T14:25:00,BOOTH_04,OP_017,Arjun,male,adult,53,Hindi,"short thin person wearing red shirt and lehenga, wearing glasses, carrying black backpack",BOOTH_04,19.947525,73.504989,,,open,,False,,
RPT_0739,found_unaccompanied,2027-02-10T17:19:00,BOOTH_02,OP_002,,male,teen,16,Hindi,"short average build person wearing orange jacket and salwar, birthmark on neck, carrying flower garland",BOOTH_02,19.986445,73.760277,,,open,,False,,
RPT_0740,found_unaccompanied,2027-02-10T21:39:00,BOOTH_12,OP_004,,female,elderly,68,Hindi,"medium height stout person wearing orange jacket and pyjama, wearing silver anklet, carrying black backpack",BOOTH_12,19.995186,73.797356,,photos/synth_RPT_0183.jpg,open,PAIR_092,True,,
RPT_0741,missing,2027-02-10T18:09:00,BOOTH_04,OP_018,Vikram,female,teen,17,Unknown,"short average build person wearing pink blouse and salwar, limping slightly, carrying jhola bag",BOOTH_04,19.947525,73.504989,+91 9907778041,,open,,False,,
RPT_0742,missing,2027-02-10T16:07:00,BOOTH_05,OP_017,,unknown,adult,40,Unknown,"medium height stout person wearing pink blouse and jeans, birthmark on neck, carrying black backpack",BOOTH_05,19.928932,73.528668,+91 9171198655,photos/synth_RPT_1436.jpg,open,,False,,
RPT_0743,found_unaccompanied,2027-02-10T17:41:00,BOOTH_12,OP_009,,unknown,child_0_5,5,Hindi,"tall average build person wearing green t-shirt and dhoti, short hair, carrying small steel vessel",BOOTH_12,19.995186,73.797356,,,open,,False,,
RPT_0744,missing,2027-02-10T12:56:00,BOOTH_08,OP_012,Geeta,male,child_0_5,3,Tamil,"short stout person wearing blue kurta and lunghi, scar on chin, carrying black backpack",BOOTH_08,19.99391,73.808465,+91 9888642330,photos/synth_RPT_0412.jpg,open,,False,,
RPT_0745,found_unaccompanied,2027-02-10T09:22:00,BOOTH_09,OP_003,Arjun,female,elderly,71,Hindi,"short stout person wearing black t-shirt and dhoti, birthmark on neck, carrying plastic bag",BOOTH_09,20.014907,73.782013,,photos/synth_RPT_1486.jpg,open,,False,,
RPT_0746,missing,2027-02-10T21:56:00,BOOTH_03,OP_013,Kavita,unknown,adult,46,Bengali,"medium height thin person wearing orange jacket and shorts, wearing silver anklet, carrying umbrella",BOOTH_03,20.008035,73.797909,+91 9889214399,,open,,False,,
RPT_0747,found_unaccompanied,2027-02-10T12:31:00,BOOTH_11,OP_018,,male,teen,14,Telugu,"medium height average build person wearing black t-shirt and shorts, wearing glasses, carrying jhola bag",BOOTH_11,19.990637,73.757836,,photos/synth_RPT_0844.jpg,open,,False,,
RPT_0748,missing,2027-02-10T08:29:00,BOOTH_11,OP_005,Kavita,male,teen,16,Unknown,"short stout person wearing red shirt and pyjama, no distinguishing marks, carrying flower garland",BOOTH_11,19.990637,73.757836,+91 9655132014,photos/synth_RPT_0270.jpg,open,,False,,
RPT_0749,found_unaccompanied,2027-02-10T18:02:00,BOOTH_05,OP_012,Vikram,female,adult,27,Telugu,"medium height average build person wearing white saree and lunghi, scar on chin, carrying orange bag",BOOTH_05,19.928932,73.528668,,,open,,False,,
RPT_0750,missing,2027-02-10T21:55:00,BOOTH_04,OP_019,,female,elderly,81,Gujarati,"short stout person wearing blue kurta and dhoti, scar on chin, carrying umbrella",BOOTH_04,19.947525,73.504989,+91 9131657501,,open,,False,,
RPT_0751,missing,2027-02-10T16:53:00,BOOTH_03,OP_012,Kavita,female,teen,18,Telugu,"tall average build person wearing green t-shirt and salwar, bindi on forehead, carrying jhola bag",BOOTH_03,20.008035,73.797909,+91 9626371835,,open,,False,,
RPT_0752,found_unaccompanied,2027-02-10T10:09:00,BOOTH_03,OP_014,Vikram,unknown,elderly,70,Tamil,"tall average build person wearing orange jacket and jeans, long hair, carrying orange bag",BOOTH_03,20.008035,73.797909,,photos/synth_RPT_1572.jpg,open,,False,,
RPT_0753,found_unaccompanied,2027-02-10T14:33:00,BOOTH_13,OP_004,Geeta,female,elderly,90,Bengali,"tall stout person wearing grey hoodie and jeans, scar on chin, carrying jhola bag",BOOTH_13,19.987971,73.763241,,photos/synth_RPT_1688.jpg,open,,False,,
RPT_0754,found_unaccompanied,2027-02-10T11:26:00,BOOTH_05,OP_011,Lakshmi,male,child_0_5,3,Bengali,"medium height thin person wearing pink blouse and dhoti, birthmark on neck, carrying black backpack",BOOTH_05,19.928932,73.528668,,photos/synth_RPT_2113.jpg,open,,False,,
